3.629536921151439027e-02,8.644678574134697507e-03,2.532505519663919902e+00,1.549923187463604357e-01,1.903234476005909726e-01,3.723697781387352856e-01,0.000000000000000000e+00,6.500000000000000222e-02,-2.523087186131508375e+01,2.253833032216552734e+00,-1.428378455824878303e-02,1.633763438239769217e-01,-4.968671980276702094e-01,2.281690491338385640e-01,-4.101186115924675968e-01,-6.663661076317851650e-01,-4.520850241475650733e-01,-9.347039283875401283e-01,-4.727575871924892259e-01,2.523876371081713171e-02,-2.525197037844486014e-01,1.491008508666099609e-02,8.672129533629229121e-04,1.346336032469366839e-01,1.068092890208919149e-01,2.185303360107135676e-02,7.142836618313569245e-03,3.668386920130761557e-03,5.606209291200030037e-04,2.844466141394879233e-03,1.987375098887092083e-03,6.209533431176647925e-03,1.714752729521662857e-03,4.348607646960402084e-02
3.879849812265331876e-02,5.404071847544152096e-02,3.290466522502865754e+00,1.664138370971912639e-01,1.728375532938068171e-01,6.421880133457481543e-01,3.555991622023142729e-03,1.250000000000000000e-01,-2.259554525614865028e+01,1.624787008211672656e+00,6.093271288843464806e-01,4.518350779416130392e-01,-6.230386173507397318e-01,6.825829827038519815e-01,-3.109389473292861750e-01,-3.418275236473578560e-01,-5.438048352480332470e-01,-7.955023222457086041e-01,-4.255181167520556418e-01,4.174400548697471819e-02,-3.219940233590425083e-02,9.247429602657768893e-03,3.626563531444857054e-04,8.781117468019961070e-02,1.297559226620887407e-01,3.624459109230625253e-02,3.443396601422062803e-03,2.660813217878285012e-03,2.871959205417162764e-04,2.002756231296093890e-03,1.687500139232007415e-03,1.072833928936971909e-02,1.306896235116095746e-03,4.009887876618643821e-02
8.135168961201501292e-02,3.929572403141820547e-02,3.260213723874695102e+00,1.792212497525346449e-01,1.708480554550855512e-01,9.456476438334534551e-01,4.077133479489412730e-03,2.225000000000000033e-01,-2.256139984837227885e+01,1.398629341868110831e+00,6.107139004422260653e-01,2.745788899134117833e-01,-6.701468344571167579e-01,2.280561696015437900e-01,-2.943609916814475258e-01,2.067122781433039860e-02,-3.876793329343490857e-01,-7.840997276971632957e-01,-2.878088696665781487e-01,1.123324663792008432e-01,5.088990269292145013e-02,7.959513006032979329e-03,6.588483716869056100e-04,2.886739799765118339e-02,1.357221772230182977e-01,4.313521485161209840e-02,4.665450889356283735e-03,2.845969346392850010e-03,7.567836928582077861e-04,9.388008629270059441e-04,1.354410432146961997e-03,2.571441969272474093e-02,1.292007886644849519e-03,3.708296980735593940e-02
9.261576971214018072e-02,3.439477256979271702e-02,3.273784383698326472e+00,1.681488305574296571e-01,1.444680476477681885e-01,1.090167289531561057e+00,5.568148706879210525e-04,2.325000000000000122e-01,-2.265696968240038700e+01,1.191187489677210998e+00,5.152927792659933726e-01,2.639919215358245697e-01,-3.174607926956906079e-01,5.281907632547494513e-01,-3.710346592121288034e-01,-1.715425601616395457e-01,-4.440026614896471768e-01,-7.501984292424569434e-01,-1.288471994342471061e-01,2.555897469456079318e-01,-1.374342526044517176e-01,8.690990878839852454e-03,4.727535738632978289e-04,3.415906973900868782e-02,1.195193391583861536e-01,4.040717043128699143e-02,3.218696776428096352e-03,5.484722055041039469e-03,7.768774716411455542e-04,8.616593762284405168e-04,1.072772675788556673e-03,2.534389202622322479e-02,1.607342119379098289e-03,3.289277690707836932e-02
8.635794743429286990e-02,3.669589645693031865e-02,3.273421369741591036e+00,1.886825924629197127e-01,1.709097385327503216e-01,1.120875931937924452e+00,4.647834613435292681e-04,2.349999999999999867e-01,-2.257276387553354979e+01,1.144648676140246346e+00,5.066988483223369144e-01,9.077733605530041716e-02,-7.763713826290610243e-01,1.051574111376817749e-01,-4.162645885603707963e-01,6.647463060179806260e-02,-2.665498113221902443e-01,-8.187350714258799789e-01,-3.585982430162638068e-01,8.254652601099574105e-02,-1.567131742427057411e-02,7.049213818346347638e-03,1.271137429814738363e-03,2.589265056691967756e-02,1.215008729115376190e-01,4.551310324218282855e-02,3.483240630891047598e-03,2.443379946345481009e-03,9.273135644751170697e-04,1.260124938446273869e-03,8.314641053616214118e-04,2.472419851340847824e-02,2.555822076290978004e-03,3.353612482332715694e-02
8.635794743429286990e-02,3.409488461609875426e-02,3.248241600552559838e+00,1.849738088335478314e-01,1.758433212714737293e-01,1.020396994770520482e+00,7.325480412215169433e-04,2.275000000000000078e-01,-2.262173621882409691e+01,1.173740385729619362e+00,4.213342286644861101e-01,2.637512994792718946e-01,-2.091211714886324347e-01,6.930934191788985510e-01,-2.590269380491862505e-01,-1.829512980628590912e-01,-4.489889175121907772e-01,-6.334448738607911800e-01,-2.213832581223235951e-01,3.248027227297239916e-02,-1.813850947965343352e-01,8.152464377533086282e-03,4.483790742918273534e-04,3.462210177650951876e-02,1.231398875279895444e-01,4.149424223329254563e-02,3.429624429911424209e-03,4.671924839281174115e-03,8.358177828243286726e-04,7.734284434448459970e-04,1.172995108925377642e-03,2.708309906600374004e-02,2.420666745009024227e-03,3.390025039997636436e-02
8.760951188986232374e-02,3.544344586945934183e-02,3.275604006216208841e+00,1.717763241925583939e-01,1.543366182934479691e-01,1.033033500926113790e+00,5.429912727470158828e-04,2.250000000000000056e-01,-2.262796254978581345e+01,1.321946061836948960e+00,6.888696394557295433e-01,3.112360565308412985e-01,-3.892242771071729446e-01,4.656904154064782086e-01,-2.327283855542663094e-01,2.571665827210270136e-02,-3.874069226827392964e-01,-7.361129777586615797e-01,-1.544241571209880592e-01,2.273024607808088737e-01,-1.429899280476849277e-01,9.395252545980548736e-03,5.523922315419888896e-04,3.216441980691597813e-02,1.124206577194260120e-01,4.544713146184280878e-02,2.969042346261786033e-03,1.772164829296536941e-03,9.846806874905778516e-04,8.989889238274188397e-04,1.933928857629825786e-03,3.536097359753177793e-02,1.758242375812730900e-03,3.171349964009174960e-02
9.386733416770963456e-02,3.265577055865692691e-02,3.270355324769820715e+00,1.779059971610904012e-01,1.740735702242045824e-01,9.634469472611461027e-01,3.893426686735910395e-04,2.225000000000000033e-01,-2.277709799497943521e+01,1.348500632655772025e+00,3.934901895023174556e-01,1.612005829619066744e-01,-4.403416583285618691e-01,3.769615229063192907e-01,-4.471206892716774184e-01,-1.663459500519839096e-01,-4.948533858176673017e-01,-6.773822649873972868e-01,-2.248928087467315373e-01,2.395617747566017586e-01,-4.408407772160962551e-02,7.657226829812562897e-03,5.288249139803343456e-04,2.845594505160997309e-02,1.256482651912247672e-01,4.689787736863133827e-02,4.282905431279580670e-03,3.057804502149580501e-03,1.012757734506657950e-03,1.233719201879677563e-03,1.655007525017137627e-03,3.128973661156979336e-02,1.371633981137529218e-03,3.479883782716675089e-02
7.759699624530663753e-02,3.288297783318336331e-02,3.241190921009264869e+00,1.680948952216057557e-01,1.845999862091858290e-01,6.348171388268701865e-01,1.256714977228815151e-02,1.000000000000000056e-01,-2.267808934462367176e+01,1.772890736210659179e+00,6.891428855950869625e-01,2.113140487977704096e-01,-1.684600360550196907e-01,5.972218231450880932e-01,-1.269005747333233070e-01,3.672444807995110805e-02,-1.437238386874843676e-01,-4.728077278842834907e-01,-1.396073408157654794e-01,1.640756120905492721e-01,6.376919788163269709e-02,8.809450064807293132e-03,4.524198280900160012e-03,4.876631235104403328e-02,1.095097766802354856e-02,9.676122071138539005e-02,1.589232177035232799e-02,8.046525560048926190e-03,7.695746879511204154e-04,1.042230130418270477e-03,2.761710977486936131e-03,8.985557899422594308e-02,1.168648693177826116e-03,3.339661032586212219e-02
5.381727158948686196e-02,6.387106719986138104e-02,3.311692119141535162e+00,1.617089120009514713e-01,1.756784944704479767e-01,6.263716277946999034e-01,5.909249166722017367e-03,1.199999999999999956e-01,-2.273676639157336155e+01,1.588012919991266481e+00,8.737639212365716501e-01,2.798489955671117357e-01,-3.149672640914438215e-01,9.674776137014329258e-01,-2.641289410385967984e-01,-1.048380088192772674e-01,1.613151802216936659e-01,3.360743805709170279e-02,-2.527781697524280613e-01,-1.396445524516309045e-01,-7.094246918430124893e-02,1.893542445683019364e-03,1.744198217040983032e-02,2.790199242922690448e-02,2.597755478781244888e-03,1.601963907225173178e-01,1.747525054054123363e-03,9.588107428575383742e-03,4.721603756554911490e-04,3.084632707294096793e-04,1.361091586170323471e-03,6.859421741259899563e-02,3.191059285989246170e-04,4.512250395210624238e-02
